chart_week,rank,uri,artist_names,track_name,peak_rank,previous_rank,weeks_on_chart,streams
2024-02-08,119,spotify:track:3WMj8moIAXJhHsyLaqIIHI,Zach Bryan,Something in the Orange,57,106,57,10020449
2024-02-08,120,spotify:track:4GvEuYAfJlICR2SpMDaBxQ,"Jere Klein, Gittobeatz",ANDO,99,125,10,10013311
2024-02-08,121,spotify:track:1zv3WFUbZ5vPxFq9I2jAU1,"Rihanna, Calvin Harris",We Found Love,59,123,49,10013185
2024-02-08,122,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,Tears For Fears,Everybody Wants To Rule The World,91,180,72,9993023
2024-02-08,123,spotify:track:7mXuWTczZNxG5EDcjFEuJR,"Peso Pluma, Gabito Ballesteros, Junior H",LADY GAGA,9,102,33,9953635
2024-02-08,124,spotify:track:5QO79kh1waicV47BqGRL3g,The Weeknd,Save Your Tears,2,119,160,9944684
2024-02-08,125,spotify:track:1FEiijYPJtyswChfcpv3p0,Lana Del Rey,Summertime Sadness,83,135,78,9931535
2024-02-08,126,spotify:track:68Dni7IE4VyPkTOH9mRWHr,J. Cole,No Role Modelz,76,120,133,9882996
2024-02-08,127,spotify:track:2yUzr8Sr6ldG8vmHhZwTnz,"21 Savage, Travis Scott, Metro Boomin",née-nah,15,92,4,9857420
2024-02-08,128,spotify:track:5qaEfEh1AtSdrdrByCP7qR,Imagine Dragons,Demons,111,111,63,9852591
2024-02-08,129,spotify:track:561jH07mF1jHuk7KlaeF0s,Eminem,Mockingbird,24,117,69,9841089
2024-02-08,130,spotify:track:6me7F0aaZjwDo6RJ5MrfBD,Richy Mitch & The Coal Miners,Evergreen,130,140,4,9790011
2024-02-08,131,spotify:track:2yzshFeBIwH8tWIqHEFLeD,"Grupo Frontera, Bad Bunny",un x100to,1,116,43,9767673
2024-02-08,132,spotify:track:4HMop4Re0iucehmF7mgV27,4batz,act ii: date @ 8,132,172,2,9707311
2024-02-08,133,spotify:track:2kz1YOhJiNubjigR1gB1VX,Rauw Alejandro,DILUVIO,59,121,13,9690433
2024-02-08,134,spotify:track:75JFxkI2RXiU7L9VXzMkle,Coldplay,The Scientist,134,-1,27,9595822
2024-02-08,135,spotify:track:7yDHHVKLbvDmVw1XXhDDIO,"Vishal Mishra, Raj Shekhar",Pehle Bhi Main,49,134,9,9575050
2024-02-08,136,spotify:track:2OWv3lRR8PtOVuHWzQNRs2,"Peso Pluma, Junior H, Oscar Maydon",ROMPE LA DOMPE,38,115,6,9555676
2024-02-08,137,spotify:track:086myS9r57YsLbJpU0TgK9,Arctic Monkeys,Why'd You Only Call Me When You're High?,95,132,113,9514321
2024-02-08,138,spotify:track:3DK6m7It6Pw857FcQftMds,"Kanye West, Pusha T",Runaway,138,153,8,9511283
2024-02-08,139,spotify:track:3tt9i3Hhzq84dPS8H7iSiJ,Manuel Turizo,La Bachata,4,129,84,9493965
2024-02-08,140,spotify:track:0QosomGFiJYOxj2ViZfqng,Justin Timberlake,Selfish,140,167,2,9454957
2024-02-08,141,spotify:track:0tgVpDi06FyKpA1z0VMD4v,Ed Sheeran,Perfect,4,148,358,9452743
2024-02-08,142,spotify:track:1s7oOCT8vauUh01PbJD6ps,"Rema, Selena Gomez",Calm Down (with Selena Gomez),9,127,76,9444066
2024-02-08,143,spotify:track:0TL0LFcwIBF5eX7arDIKxY,Anuv Jain,Husn,88,138,6,9443586
2024-02-08,144,spotify:track:505v13epFXodT9fVAJ6h8k,KAROL G,AMARGURA,53,136,38,9443296
2024-02-08,145,spotify:track:4xqrdfXkTW4T0RauPLv3WA,Conan Gray,Heather,12,146,148,9442601
2024-02-08,146,spotify:track:6rjuKpPydT2SxN15TZpV7r,Lil Tecca,500lbs,89,139,16,9421061
2024-02-08,147,spotify:track:3Pbp7cUCx4d3OAkZSCoNvn,Michael Marcagi,Scared To Start,147,-1,1,9373147
2024-02-08,148,spotify:track:6dpLxbF7lfCAnC9QRTjNLK,Good Neighbours,Home,148,-1,1,9358092
2024-02-08,149,spotify:track:4w2Furap0ZzaiK4J14E9sR,Ice Spice,Think U The Shit (Fart),118,118,2,9266307
2024-02-08,150,spotify:track:567e29TDzLwZwfDuEpGTwo,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),1,150,134,9265764
2024-02-08,151,spotify:track:3azJifCSqg9fRij2yKIbWz,Tory Lanez,The Color Violet,70,152,51,9260466
2024-02-08,152,spotify:track:2psRActEWsTlYYd7EDoyVR,New West,Those Eyes,86,165,45,9186134
2024-02-08,153,spotify:track:1Y3LN4zO1Edc2EluIoSPJN,"Stephen Sanchez, Em Beihold",Until I Found You (with Em Beihold) - Em Beihold Version,10,181,58,9164159
2024-02-08,154,spotify:track:1hZsWUnLbqRw09jLAMQSsb,"Feid, Young Miko",CLASSY 101,8,128,45,9147699
2024-02-08,155,spotify:track:58ge6dfP91o9oXMzq3XkIS,Arctic Monkeys,505,43,145,109,9139867
2024-02-08,156,spotify:track:2Hh3ETdQKrmSI3QS0hme7g,"Metro Boomin, Future, Don Toliver",Too Many Nights (feat. Don Toliver & with Future),33,163,48,9085845
2024-02-08,157,spotify:track:1ei3hzQmrgealgRKFxIcWn,Benson Boone,In The Stars,54,-1,19,9073314
2024-02-08,158,spotify:track:17cia5k4BpGVlyEfqrFH50,Olivia Rodrigo,Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,35,126,14,9045457
2024-02-08,159,spotify:track:35ttE4t8lQZA2vuCYDg4G7,Milo j,M.A.I,159,197,2,9037556
2024-02-08,160,spotify:track:5TRPicyLGbAF2LGBFbHGvO,"Kanye West, Dwele",Flashing Lights,121,157,20,9013818
2024-02-08,161,spotify:track:0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Believer,16,154,362,9003059
2024-02-08,162,spotify:track:3EaJDYHA0KnX88JvDhL9oa,Steve Lacy,Dark Red,66,158,112,9001500
2024-02-08,163,spotify:track:5uCax9HTNlzGybIStD3vDh,James Arthur,Say You Won't Let Go,7,160,292,8971621
2024-02-08,164,spotify:track:5FVd6KXrgO9B3JPmC8OPst,Arctic Monkeys,Do I Wanna Know?,98,161,123,8952020
2024-02-08,165,spotify:track:3dYD57lRAUcMHufyqn9GcI,Hozier,Take Me To Church,108,162,128,8930791
2024-02-08,166,spotify:track:003vvx7Niy0yvhvHt4a68B,The Killers,Mr. Brightside,94,142,124,8844341
2024-02-08,167,spotify:track:6gBFPUFcJLzWGx4lenP6h2,Travis Scott,goosebumps,13,179,233,8824320
2024-02-08,168,spotify:track:7K3BhSpAxZBznislvUMVtn,Morgan Wallen,Last Night,14,147,51,8807858
2024-02-08,169,spotify:track:3yfqSUWxFvZELEM4PmlwIR,Eminem,The Real Slim Shady,51,149,118,8803513
2024-02-08,170,spotify:track:74X2u8JMVooG2QbjRxXwR8,LE SSERAFIM,Perfect Night,57,144,15,8802201
2024-02-08,171,spotify:track:1v7L65Lzy0j0vdpRjJewt1,Eminem,Lose Yourself,44,169,132,8759805
2024-02-08,172,spotify:track:7fBv7CLKzipRk6EC6TWHOB,The Weeknd,The Hills,52,164,94,8715269
2024-02-08,173,spotify:track:5wG3HvLhF6Y5KTGlK0IW3J,"Metro Boomin, Travis Scott, Young Thug",Trance (with Travis Scott & Young Thug),65,174,36,8701754
2024-02-08,174,spotify:track:6dgUya35uo964z7GZXM07g,Sabrina Carpenter,Nonsense,17,171,55,8677441
2024-02-08,175,spotify:track:0ofHAoxe9vBkTCp2UQIavz,Fleetwood Mac,Dreams - 2004 Remaster,20,-1,69,8669173
2024-02-08,176,spotify:track:0dS2u2UFd88TIzDDaZDLvS,d4vd,Here With Me,14,188,66,8642100
2024-02-08,177,spotify:track:70LcF31zb1H0PyJoS1Sx1r,Radiohead,Creep,143,159,30,8633239
2024-02-08,178,spotify:track:3Cx4BsDd4q0GCVBJ5CAw2K,"Gaby Music, Lunay, Luar La L",No Te Quieren Conmigo,140,151,3,8621205
2024-02-08,179,spotify:track:1sXr6moCwVxwKEgSPxhVvF,"Calle 24, Chino Pacas",Apaga El Cel,179,198,2,8617020
2024-02-08,180,spotify:track:3USxtqRwSYz57Ewm6wWRMp,Glass Animals,Heat Waves,1,156,159,8613043
2024-02-08,181,spotify:track:6GGtHZgBycCgGBUhZo81xe,Lana Del Rey,Say Yes To Heaven,18,192,33,8572449
2024-02-08,182,spotify:track:7D0RhFcb3CrfPuTJ0obrod,Coldplay,Sparks,176,176,8,8539905
2024-02-08,183,spotify:track:2WfaOiMkCvy7F5fcp2zZ8L,a-ha,Take on Me,83,189,26,8532034
2024-02-08,184,spotify:track:31nfdEooLEq7dn3UMcIeB5,BENNETT,Vois sur ton chemin - Techno Mix,85,143,16,8525590
2024-02-08,185,spotify:track:3F5CgOj3wFlRv51JsHbxhe,"Drake, 21 Savage",Jimmy Cooks (feat. 21 Savage),7,191,81,8523842
2024-02-08,186,spotify:track:6RUKPb4LETWmmr3iAEQktW,"The Chainsmokers, Coldplay",Something Just Like This,2,177,196,8481311
2024-02-08,187,spotify:track:3IznIgmXtrUaoPWpQTy5jB,TV Girl,Not Allowed,165,184,8,8477792
2024-02-08,188,spotify:track:4gbVRS8gloEluzf0GzDOFc,Maroon 5,Maps,186,186,8,8475118
2024-02-08,189,spotify:track:6JIC3hbC28JZKZ8AlAqX8h,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,4,183,125,8461925
2024-02-08,190,spotify:track:1a73gcEg6h6Re6hHXoVltJ,Nicki Minaj,FTCU,63,124,8,8455081
2024-02-08,191,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Taylor Swift,Blank Space,27,-1,108,8449234
2024-02-08,192,spotify:track:0JmnkIqdlnUzPaf8sqBRs3,Kali Uchis,Moonlight,37,173,48,8417452
2024-02-08,193,spotify:track:2a1o6ZejUi8U3wzzOtCOYw,"Don Omar, Lucenzo",Danza Kuduro,104,187,20,8407392
2024-02-08,194,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,Bruno Mars,That's What I Like,6,166,98,8394519
2024-02-08,195,spotify:track:2nMeu6UenVvwUktBCpLMK9,Lana Del Rey,Young And Beautiful,195,-1,1,8363983
2024-02-08,196,spotify:track:7KokYm8cMIXCsGVmUvKtqf,Taylor Swift,Karma,8,-1,41,8353037
2024-02-08,197,spotify:track:2eAvDnpXP5W0cVtiI0PUxV,Ruth B.,Dandelions,34,196,129,8339187
2024-02-08,198,spotify:track:0JXXNGljqupsJaZsgSbMZV,Miguel,Sure Thing,14,-1,59,8336064
2024-02-08,199,spotify:track:1TEKUj8c5iyRNUUxo9SdSD,"Xavi, Tony Aguirre",Modo DND,127,168,6,8305459
2024-02-08,200,spotify:track:7aqfrAY2p9BUSiupwk3svU,"Drake, J. Cole",First Person Shooter (feat. J. Cole),6,190,18,8289337
2024-02-15,1,spotify:track:6tNQ70jh4OwmPGpYy6R2o9,Benson Boone,Beautiful Things,1,3,4,37091551
2024-02-15,2,spotify:track:0R6NfOiLzLj4O5VbYSJAjf,Xavi,La Diabla,1,1,10,34460045
2024-02-15,3,spotify:track:3rUGC1vUpkDG9CZFHMur1t,Tate McRae,greedy,1,2,22,32367995
2024-02-15,4,spotify:track:3w0w2T288dec0mgeZZqoNN,"¥$, Kanye West, Ty Dolla $ign",CARNIVAL,4,-1,1,32277135
2024-02-15,5,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,2,5,54,31799436
2024-02-15,6,spotify:track:0mflMxspEfB0VbI1kyLiAv,Noah Kahan,Stick Season,6,7,19,28608645
2024-02-15,7,spotify:track:3vkCueOmm7xQDoJ17W1Pm3,Mitski,My Love Mine All Mine,3,6,21,28369573
2024-02-15,8,spotify:track:1VNWdmXSbaNrnWod10WIL0,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",3,4,19,27892810
2024-02-15,9,spotify:track:7bywjHOc0wSjGGbj04XbVi,"Feid, ATL Jacob",LUNA,9,10,10,26053293
2024-02-15,10,spotify:track:52eIcoLUM25zbQupAZYoFh,21 Savage,redrum,8,8,5,25949317
2024-02-15,11,spotify:track:4xhsWYTOGcal8zt0J161CU,Jack Harlow,Lovin On Me,3,9,14,25076915
2024-02-15,12,spotify:track:17phhZDn6oGtzMe56NuWvj,Teddy Swims,Lose Control,12,12,14,24491773
2024-02-15,13,spotify:track:3h5TiWTqGxjSjFrbruPFH9,YG Marley,Praise Jah In The Moonlight,13,18,3,22368908
2024-02-15,14,spotify:track:5XVdHRf4CAJ2Jm0uMIy5qY,Xavi,La Víctima,8,15,12,22351002
2024-02-15,15,spotify:track:7gaA3wERFkFkgivjwbSvkG,Ariana Grande,"yes, and?",1,11,5,21027882
2024-02-15,16,spotify:track:7DSAEUvxU8FajXtRloy8M0,Miley Cyrus,Flowers,1,27,57,20884069
2024-02-15,17,spotify:track:5tEaVciE2GnR28aN6W9cLS,"¥$, Kanye West, Ty Dolla $ign",FUK SUMN,17,-1,1,20785329
2024-02-15,18,spotify:track:5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,I Wanna Be Yours,15,20,84,20140890
2024-02-15,19,spotify:track:3U5JVgI2x4rDyHGObzJfNf,Natasha Bedingfield,Unwritten,17,17,5,20079723
2024-02-15,20,spotify:track:7GUhiAHLoVy1V8ucQuZ3CB,"The Weeknd, Playboi Carti, Madonna",Popular (with Playboi Carti & Madonna),12,13,37,19854985
2024-02-15,21,spotify:track:04CyMEHliadfQWMUJb1w99,"¥$, Kanye West, Ty Dolla $ign",BURN,21,-1,1,19646355
2024-02-15,22,spotify:track:1eaqMiiUn2P7MnqJK4XeK0,"¥$, Kanye West, Ty Dolla $ign",TALKING,22,-1,1,19503365
2024-02-15,23,spotify:track:7iQXYTyuG13aoeHxGG28Nh,"Bad Bunny, Feid",PERRO NEGRO,4,19,18,19029116
2024-02-15,24,spotify:track:1icgLGTpX2fQXKRe4D7w2b,"¥$, Kanye West, Ty Dolla $ign",BACK TO ME,24,-1,1,19028110
2024-02-15,25,spotify:track:6XaJfhwof7qIgbbXO5tIQI,"Kali Uchis, Peso Pluma",Igual Que Un Ángel (with Peso Pluma),11,14,5,18691205
2024-02-15,26,spotify:track:2HRgqmZQC0MC7GeNuDIXHN,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),1,23,31,18288759
2024-02-15,27,spotify:track:4OMJGnvZfDvsePyCwRGO7X,Dua Lipa,Houdini,6,21,14,18191510
2024-02-15,28,spotify:track:5RqSsdzTNPX1uzkmlHCFvK,"KAROL G, Peso Pluma",QLONA,5,31,27,18068047
2024-02-15,29,spotify:track:5mjYQaktjmjcMKcUIcqz4s,Kenya Grace,Strangers,4,25,24,18039709
2024-02-15,30,spotify:track:347AQK5Lyhn6RvB8tBGYxt,"¥$, Kanye West, Ty Dolla $ign",STARS,30,-1,1,17876674
2024-02-15,31,spotify:track:7AYmToZ5y67fBjq4RLFbuq,Beyoncé,TEXAS HOLD 'EM,31,-1,1,17770893
2024-02-15,32,spotify:track:4tKGFmENO69tZR9ahgZu48,Sophie Ellis-Bextor,Murder On The Dancefloor,13,16,7,17605889
2024-02-15,33,spotify:track:7MXVkk9YMctZqd1Srtv4MB,"The Weeknd, Daft Punk",Starboy,1,32,176,17418745
2024-02-15,34,spotify:track:7iUtQNMRB8ZkKC4AmEuCJC,Myke Towers,LA FALDA,34,46,7,17269435
2024-02-15,35,spotify:track:1kuGVB7EU95pJObxwvfwKS,Olivia Rodrigo,vampire,1,30,33,17201364
2024-02-15,36,spotify:track:6uTPdRrEDeH8Fyg5L5qmeU,Flo Milli,Never Lose Me,25,26,5,17161427
2024-02-15,37,spotify:track:05WVKTdZhlIMX4qqMLuo0f,"Peso Pluma, Anitta",BELLAKEO,10,24,10,17038565
2024-02-15,38,spotify:track:654Jxp6rUFgPckixlIusRJ,Mahmood,TUTA GOLD,38,-1,1,16956393
2024-02-15,39,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,SZA,Snooze,32,37,60,16785065
2024-02-15,40,spotify:track:56y1jOTK0XSvJzVv9vHQBK,Doja Cat,Paint The Town Red,1,28,28,16622199
2024-02-15,41,spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q,Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",3,29,31,16612148
2024-02-15,42,spotify:track:3hRV0jL3vUpRrcy398teAU,Lord Huron,The Night We Met,30,33,69,16435766
2024-02-15,43,spotify:track:5aIVCx5tnk0ntmdiinnYvw,Tyla,Water,12,34,21,16202351
2024-02-15,44,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,Bruno Mars,Just the Way You Are,43,43,59,15907942
2024-02-15,45,spotify:track:6uIIdjYTxxpWOyWuVXrKQO,"Calle 24, Chino Pacas, Fuerza Regida",Que Onda,16,39,24,15624980
2024-02-15,46,spotify:track:4KULAymBBJcPRpk1yO4dOG,"Zach Bryan, Kacey Musgraves",I Remember Everything (feat. Kacey Musgraves),20,36,25,15552075
2024-02-15,47,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,Kill Bill,1,49,62,15488909
2024-02-15,48,spotify:track:6VciS3dRMpZhJiDxT8ArFi,"Bizarrap, Young Miko","Young Miko: Bzrp Music Sessions, Vol. 58/66",12,22,5,15451546
2024-02-15,49,spotify:track:2KslE17cAJNHTsI2MI0jb2,Jung Kook,Standing Next to You,1,45,15,15321265
2024-02-15,50,spotify:track:3j1453KrdHjw7y4gnBj7nF,"Geolier, Michelangelo","I P’ ME, TU P’ TE",50,-1,1,15236142
2024-02-15,51,spotify:track:2y4ZR0BUAVePljHSsZyIgj,"¥$, Kanye West, Ty Dolla $ign",PAID,51,-1,1,15158082
2024-02-15,52,spotify:track:7yq4Qj7cqayVTp3FF9CWbm,Vance Joy,Riptide,30,40,157,15123402
2024-02-15,53,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,As It Was,1,35,98,14939730
2024-02-15,54,spotify:track:42VsgItocQwOQC3XWZ8JNA,"Travis Scott, Playboi Carti",FE!N (feat. Playboi Carti),5,57,22,14925198
2024-02-15,55,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,2,62,54,14833804
2024-02-15,56,spotify:track:1odExI7RdWc4BT515LTAwj,David Kushner,Daylight,5,44,44,14677771
2024-02-15,57,spotify:track:3AJwUDP919kvQ9QcozQPxg,Coldplay,Yellow,36,41,165,14581397
2024-02-15,58,spotify:track:3QQAeMQbbjZXVFbF8DgFWT,"Oscar Ortiz, Edgardo Nuñez",FIRST LOVE,41,42,5,14565434
2024-02-15,59,spotify:track:2iGvsJuc2mC4mDVOVMNAP6,"¥$, Kanye West, Ty Dolla $ign",DO IT,59,-1,1,14290306
2024-02-15,60,spotify:track:0B7wvvmu9EISAwZnOpjhNI,Bruno Mars,When I Was Your Man,38,38,76,14159355
2024-02-15,61,spotify:track:6CvTEtGagmzQvkUzzyKR9k,"Fuerza Regida, Marshmello",HARLEY QUINN,11,47,16,13909772
2024-02-15,62,spotify:track:2LBqCSwhJGcFQeTHMVGwy3,The Weeknd,Die For You,12,59,105,13846684
2024-02-15,63,spotify:track:69phA1R4gmQsBFRQ3INW8C,Rich Amiri,ONE CALL,63,76,3,13715997
2024-02-15,64,spotify:track:7hVb3OyFkgxDgpTdrOX6dT,"¥$, Kanye West, Ty Dolla $ign",KEYS TO MY LIFE,64,-1,1,13713012
2024-02-15,65,spotify:track:1yeB8MUNeLo9Ek1UEpsyz6,"Drake, Sexyy Red, SZA",Rich Baby Daddy (feat. Sexyy Red & SZA),28,48,18,13534253
2024-02-15,66,spotify:track:0V3wPSX9ygBnCm8psDIegu,Taylor Swift,Anti-Hero,1,58,69,13523411
2024-02-15,67,spotify:track:2yyO7EKRr7c3txi4xCXUFk,"¥$, Kanye West, Ty Dolla $ign",PAPERWORK,67,-1,1,13503054
2024-02-15,68,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,1,51,220,13431682
2024-02-15,69,spotify:track:59NraMJsLaMCVtwXTSia8i,"cassö, RAYE, D-Block Europe",Prada,17,50,26,13360412
2024-02-15,70,spotify:track:0kdqcbwei4MDWFEX5f33yG,Creepy Nuts,Bling-Bang-Bang-Born,57,65,5,13166985
2024-02-15,71,spotify:track:2Zo1PcszsT9WQ0ANntJbID,Sabrina Carpenter,Feather,34,63,11,13108111
2024-02-15,72,spotify:track:1vYXt7VSjH9JIM5oRRo7vA,Dua Lipa,Dance The Night - From Barbie The Album,5,61,38,13038665
2024-02-15,73,spotify:track:7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Someone You Loved,4,60,266,12996476
2024-02-15,74,spotify:track:5rb9QrpfcKFHM1EUbSIurX,"USHER, Lil Jon, Ludacris",Yeah! (feat. Lil Jon & Ludacris),74,-1,1,12878007
2024-02-15,75,spotify:track:3SIRBp4RRQ2AO5H4NO7xfq,"¥$, Kanye West, Ty Dolla $ign",VULTURES,75,-1,1,12788706
2024-02-15,76,spotify:track:4bw8mcDUSRWfQo63ZTYRnU,"Maluma, Carín León",Según Quién,17,54,22,12779201
2024-02-15,77,spotify:track:5PyDJG7SQRgWXefgexqIge,Doja Cat,Agora Hills,16,52,21,12610630
2024-02-15,78,spotify:track:4KW1lqgSr8TKrvBII0Brf8,Kanye West,Father Stretch My Hands Pt. 1,78,114,11,12488552
2024-02-15,79,spotify:track:6wsqVwoiVH2kde4k4KKAFU,Travis Scott,I KNOW ?,14,67,29,12469276
2024-02-15,80,spotify:track:1udwFobQ1JoOdWPQrp2b6u,"JID, 21 Savage, Baby Tate",Surround Sound (feat. 21 Savage & Baby Tate),34,53,13,12415477
2024-02-15,81,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,Sweater Weather,19,64,181,12253309
2024-02-15,82,spotify:track:7jtQIBanIiJOMS6RyCx6jZ,Tom Odell,Another Love,15,66,149,12252697
2024-02-15,83,spotify:track:2HafqoJbgXdtjwCOvNEF14,iñigo quintero,Si No Estás,1,55,21,12195450
2024-02-15,84,spotify:track:4E63weMCaNZuGPEFMnuEi8,Tate McRae,exes,26,71,13,11998954
2024-02-15,85,spotify:track:4EWCNWgDS8707fNSZ1oaA5,Kanye West,Heartless,76,94,32,11967452
2024-02-15,86,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,cardigan,1,72,60,11933246
2024-02-15,87,spotify:track:1kqH58eGh2ZTOHwqBIB2tM,"Mesita, Nicki Nicole, Tiago PZK, Emilia",Una Foto Remix (feat. Emilia),58,68,5,11835499
2024-02-15,88,spotify:track:1zi7xx7UVEFkmKfv06H8x0,"Drake, Wizkid, Kyla",One Dance,12,74,181,11824582
2024-02-15,89,spotify:track:4ihV1wv7QmjbkLHaT9lA4s,"¥$, Kanye West, Ty Dolla $ign",BEG FORGIVENESS,89,-1,1,11802992
2024-02-15,90,spotify:track:60QN1JrgYM7jcfW8pdQFqT,Annalisa,Sinceramente,90,-1,1,11744002
2024-02-15,91,spotify:track:0RiRZpuVRbi7oqRdSMwhQY,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,1,87,271,11642637
2024-02-15,92,spotify:track:6eJUG282cUKuIoa72sEsqO,"Ivete Sangalo, LUDMILLA",Macetando,92,-1,1,11626550
2024-02-15,93,spotify:track:5g7sDjBhZ4I3gcFIpkrLuI,Bruno Mars,Locked out of Heaven,39,73,88,11579667
2024-02-15,94,spotify:track:4rXLjWdF2ZZpXCVTfWcshS,Gunna,fukumean,9,69,35,11497803
2024-02-15,95,spotify:track:49R1F3rIdSzuPk7AcHi6d1,Angelina Mango,la noia,95,-1,1,11411679
2024-02-15,96,spotify:track:3xKsf9qdS1CyvXSMEid6g8,Frank Ocean,Pink + White,69,70,39,11325522
2024-02-15,97,spotify:track:505v13epFXodT9fVAJ6h8k,KAROL G,AMARGURA,53,144,39,11232857
2024-02-15,98,spotify:track:1eThXFmkENeSkdeLO8S86F,"¥$, Kanye West, Ty Dolla $ign",HOODRAT,98,-1,1,11213960
2024-02-15,99,spotify:track:1Iq8oo9XkmmvCQiGOfORiz,Taylor Swift,Is It Over Now? (Taylor's Version) (From The Vault),1,79,16,11196643
2024-02-15,100,spotify:track:4loIMejzvt11s97SGVEat8,"Xavi, Los Dareyes De La Sierra",Poco A Poco,69,88,8,11181599
2024-02-15,101,spotify:track:1JSTJqkT5qHq8MDJnJbRE1,The Police,Every Breath You Take,77,77,114,11112302
2024-02-15,102,spotify:track:6ED7qim1NAX1HjNU8039WS,"Eugenio Esquivel, Grupo Marca Registrada, Sebastian Esquivel, Los Esquivel",Alucin,60,75,7,11096750
2024-02-15,103,spotify:track:3Ua0m0YmEjrMi9XErKcNiR,Jimin,Like Crazy,15,101,47,11043847
2024-02-15,104,spotify:track:4uUG5RXrOk84mYEfFvj3cK,"David Guetta, Bebe Rexha",I'm Good (Blue),2,82,77,11043431
2024-02-15,105,spotify:track:1mea3bSkSGXuIRvnydlB5b,Coldplay,Viva La Vida,57,78,77,10987435
2024-02-15,106,spotify:track:4kjI1gwQZRKNDkw1nI475M,Travis Scott,MY EYES,15,85,14,10984102
2024-02-15,107,spotify:track:2N0SPREDYqILVEFSsWF5N5,V,Love Me Again,11,86,27,10974554
2024-02-15,108,spotify:track:0FlwhvrncUKrEAhzunmCKm,Noah Kahan,Forever,108,-1,1,10972110
2024-02-15,109,spotify:track:7KA4W4McWYRpgf0fWsJZWB,"Tyler, The Creator, Kali Uchis",See You Again (feat. Kali Uchis),16,81,51,10964070
2024-02-15,110,spotify:track:7j4OmvkjRz0PrjFADlHfQx,Adele,Set Fire to the Rain,61,110,61,10885067
2024-02-15,111,spotify:track:0yc6Gst2xkRu0eMLeRMGCX,Cigarettes After Sex,Apocalypse,81,91,83,10805699
2024-02-15,112,spotify:track:5gDWsRxpJ2lZAffh5p7K0w,"The Weeknd, Lana Del Rey",Stargirl Interlude,92,106,81,10800610
2024-02-15,113,spotify:track:6fcQIY5VSFNrK4YzDoljPQ,"Parangolé, Léo Santana",Perna Bamba,113,-1,1,10683040
2024-02-15,114,spotify:track:01qFKNWq73UfEslI0GvumE,"Jung Kook, Jack Harlow",3D (feat. Jack Harlow),3,89,20,10657527
2024-02-15,115,spotify:track:6XbtvPmIpyCbjuT0e8cQtp,Quevedo,Columbia,7,80,32,10609076
2024-02-15,116,spotify:track:7ABLbnD53cQK00mhcaOUVG,Myke Towers,LALA,1,90,33,10588239
2024-02-15,117,spotify:track:4fYte8ZvTK14NEhAOZocBi,OneRepublic,I Ain't Worried,7,95,89,10575492
2024-02-15,118,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,The Goo Goo Dolls,Iris,93,93,29,10539775
2024-02-15,119,spotify:track:0O3U5iwTbiXCREMkvotJuN,"Grupo Frontera, Grupo Firme",EL AMOR DE SU VIDA,47,84,28,10534451
2024-02-15,120,spotify:track:6rjuKpPydT2SxN15TZpV7r,Lil Tecca,500lbs,89,146,17,10515275
2024-02-15,121,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk,Eminem,Without Me,31,108,125,10480942
2024-02-15,122,spotify:track:2LawezPeJhN4AWuSB0GtAU,Creedence Clearwater Revival,Have You Ever Seen The Rain,92,113,26,10478272
2024-02-15,123,spotify:track:3hxIUxnT27p5WcmjGUXNwx,Hotel Ugly,Shut up My Moms Calling,82,109,58,10471342
2024-02-15,124,spotify:track:2tpWsVSb9UEmDRxAl1zhX1,OneRepublic,Counting Stars,86,99,148,10428161
2024-02-15,125,spotify:track:5GtUTcvOx52F5648wXQfc7,"¥$, Kanye West, Ty Dolla $ign",PROBLEMATIC,125,-1,1,10345514
